iter	Logloss
493	0.02323785852
494	0.02317797352
495	0.02312023669
496	0.02308982486
497	0.02300917839
498	0.02292746836
499	0.02287856643
500	0.02283881456
501	0.02277540072
502	0.02271629768
503	0.02268701096
504	0.02262631517
505	0.02256040569
506	0.02247914471
507	0.02239833771
508	0.0223469701
509	0.02226230529
510	0.02219451202
511	0.02216756477
512	0.02209820807
513	0.022055439
514	0.02203674451
515	0.02200969352
516	0.02199066174
517	0.02190799033
518	0.02182364332
519	0.02178278067
520	0.02170361909
521	0.0216232042
522	0.02159129118
523	0.02155354094
524	0.02149997349
525	0.02143590087
526	0.02138942288
527	0.02132854899
528	0.02125488539
529	0.02118642894
530	0.02115529941
531	0.02112593337
532	0.02108009731
533	0.02105725329
534	0.02101305019
535	0.02092804467
536	0.02087946347
537	0.02076223001
538	0.02072332039
539	0.02065182669
540	0.02059561674
541	0.02056070145
542	0.02046513676
543	0.02042866953
544	0.02038743773
545	0.0203190216
546	0.02030263335
547	0.02026161952
548	0.0201893455
549	0.02015774506
550	0.02014973886
551	0.02014206082
552	0.02011105072
553	0.02006624321
554	0.02004945537
555	0.0200085536
556	0.01993366077
557	0.01989003066
558	0.01986682048
559	0.01985953508
560	0.01984858923
561	0.01978536148
562	0.01975986635
563	0.01973119811
564	0.01968898412
565	0.01962195557
566	0.01955994884
567	0.01951243126
568	0.01950410864
569	0.01941779852
570	0.01934122445
571	0.01927478501
572	0.01926599923
573	0.01921342669
574	0.01919245801
575	0.01916935285
576	0.01915546734
577	0.01913688885
578	0.0191056963
579	0.01905597816
580	0.01898904467
581	0.01893728929
582	0.0189118592
583	0.01886969892
584	0.01882232008
585	0.01881108658
586	0.01875427893
587	0.01873468682
588	0.01872700144
589	0.01869217299
590	0.01867574947
591	0.01861969819
592	0.0185134825
593	0.01846418367
594	0.01844322471
595	0.01839001667
596	0.01831798381
597	0.01825932463
598	0.01820642162
599	0.01818980502
600	0.01817149163
601	0.0181493936
602	0.01807469966
603	0.01803801648
604	0.01801808627
605	0.01794454579
606	0.01791508038
607	0.01790060372
608	0.01787157808
609	0.01781381015
610	0.01780193475
611	0.01775896579
612	0.0177440131
613	0.01772566483
614	0.01771942715
615	0.01769047404
616	0.017646142
617	0.01763473468
618	0.01759666826
619	0.01757256945
620	0.01756427775
621	0.01754043791
622	0.01748631149
623	0.01747719119
624	0.01740842285
625	0.01739470143
626	0.01733941412
627	0.01732740244
628	0.01728595984
629	0.01727628954
630	0.01723625265
631	0.01722223342
632	0.0172055437
633	0.01719844898
634	0.01717801789
635	0.01717134867
636	0.01712721741
637	0.01711304292
638	0.01709808585
639	0.0170853479
640	0.017078847
641	0.01705558106
642	0.01704674427
643	0.0170247716
644	0.01699133139
645	0.01697739835
646	0.01692369642
647	0.01689544299
648	0.01685221468
649	0.01681087305
650	0.01679743909
651	0.01677601693
652	0.01669245237
653	0.01667525818
654	0.01665710988
655	0.01663019166
656	0.01657982602
657	0.01654414319
658	0.01652015664
659	0.01648114024
660	0.01643725019
661	0.01640546676
662	0.01636951402
663	0.01630254717
664	0.01629326587
665	0.01624927637
666	0.01621505996
667	0.01619886596
668	0.01617035577
669	0.01616200622
670	0.01612339084
671	0.01610680707
672	0.01605896421
673	0.01603620076
674	0.01602361545
675	0.01598822795
676	0.01590252176
677	0.01589760705
678	0.0158668931
679	0.01583996181
680	0.01581290117
681	0.01578436877
682	0.0157240614
683	0.01570971683
684	0.01570415994
685	0.01569942909
686	0.01566141507
687	0.01562429047
688	0.0155699147
689	0.01554100805
690	0.01545806965
691	0.01545344649
692	0.01538675376
693	0.01537352282
694	0.01534526557
695	0.01528186331
696	0.01525736946
697	0.01524161766
698	0.01516766888
699	0.01514455511
700	0.01513928349
701	0.01506991986
702	0.01503316149
703	0.01502806646
704	0.01502335806
705	0.01501843662
706	0.01498043955
707	0.0149643516
708	0.01492543679
709	0.014887977
710	0.01482853439
711	0.01480796253
712	0.01479707522
713	0.01477309911
714	0.01474559157
715	0.01473302733
716	0.01470605206
717	0.01468266015
718	0.01466090764
719	0.01465677274
720	0.0145932161
721	0.01455207156
722	0.01454227578
723	0.01452182688
724	0.01449689919
725	0.01447338208
726	0.01445656692
727	0.01445253921
728	0.01444346036
729	0.014408887
730	0.01436306622
731	0.01433950463
732	0.01429987241
733	0.01426697404
734	0.01423644259
735	0.01421559608
736	0.01416702751
737	0.01414650993
738	0.01412811698
739	0.01410614183
740	0.01408976273
741	0.0140719562
742	0.01405128876
743	0.01402863633
744	0.01399135411
745	0.01394120763
746	0.01392309108
747	0.01386897189
748	0.01384771865
749	0.01383476239
750	0.01378251211
751	0.01377883011
752	0.01376692877
753	0.01373483688
754	0.01368818994
755	0.01367359989
756	0.01365140225
757	0.01360257143
758	0.01359878756
759	0.01358675856
760	0.0135772934
761	0.01356644868
762	0.0135436757
763	0.01351552385
764	0.0134956376
765	0.01345389898
766	0.01343403115
767	0.01337077946
768	0.0132971583
769	0.01328548774
770	0.013256573
771	0.01325311989
772	0.01321958117
773	0.01317641831
774	0.01314004325
775	0.0131186832
776	0.01309354531
777	0.01308963253
778	0.01307002534
779	0.01305771471
780	0.01304629174
781	0.01301650472
782	0.01298084562
783	0.01296720466
784	0.0129505678
785	0.01293715099
786	0.01290027478
787	0.01289630308
788	0.01287783713
789	0.01285761093
790	0.01283031618
791	0.01281328781
792	0.01279249228
793	0.01273505719
794	0.01269328685
795	0.01268212089
796	0.01266421729
797	0.01265393143
798	0.01263647217
799	0.01261972793
800	0.01259279563
801	0.01255253917
802	0.0125412784
803	0.01251070365
804	0.0125079337
805	0.01247857523
806	0.01246188142
807	0.01243900153
808	0.01239990204
809	0.01238325613
810	0.01233647112
811	0.01232028138
812	0.01229017629
813	0.01227966283
814	0.01226930965
815	0.01226928324
816	0.01225599886
817	0.01222264569
818	0.01218724107
819	0.01216681867
820	0.01214413883
821	0.01209991374
822	0.01206792653
823	0.01205660529
824	0.01204201344
825	0.01201513072
826	0.01198540173
827	0.01196775369
828	0.01193511379
829	0.01192182329
830	0.01191003524
831	0.01190136581
832	0.0118640885
833	0.01185597443
834	0.01182871864
835	0.01178264333
836	0.01175716808
837	0.01173161105
838	0.01170276078
839	0.01168232047
840	0.01167031587
841	0.01166080283
842	0.01161216523
843	0.01160266558
844	0.01159239244
845	0.01158435573
846	0.01156132643
847	0.01154591823
848	0.011516683
849	0.01148743486
850	0.0114819201
851	0.01147271597
852	0.01143789666
853	0.01140423331
854	0.01137283593
855	0.01136228049
856	0.01134906723
857	0.01133264733
858	0.01130549484
859	0.01129234434
860	0.01128352636
861	0.01126730325
862	0.01124513758
863	0.01123550751
864	0.01122587682
865	0.01120035422
866	0.01119066766
867	0.01116354892
868	0.0111539021
869	0.01112745035
870	0.01110223378
871	0.01108534804
872	0.01107400297
873	0.01105186351
874	0.01104291579
875	0.01102099825
876	0.01100685291
877	0.01097815343
878	0.01095321565
879	0.01092886448
880	0.01089882784
881	0.01086740096
882	0.01083222933
883	0.01078713088
884	0.01076208095
885	0.01074211478
886	0.01073031586
887	0.0106986507
888	0.01069215621
889	0.01067805485
890	0.01066390202
891	0.01063285856
892	0.0106000076
893	0.01058972425
894	0.01058150462
895	0.01055756242
896	0.01051451584
897	0.01050755819
898	0.01050754139
899	0.01047978553
900	0.010474031
901	0.01046868258
902	0.01045604818
903	0.01044539513
904	0.01042958977
905	0.01039903329
906	0.01036472316
907	0.01035489963
908	0.01032481414
909	0.01029828237
910	0.01029658621
911	0.01028994031
912	0.01025834012
913	0.01022625732
914	0.01021396647
915	0.01018977868
916	0.01016746309
917	0.01014645821
918	0.01012766861
919	0.0100983987
920	0.01009101092
921	0.01006860749
922	0.01005124169
923	0.01003194821
924	0.01001569879
925	0.009992618153
926	0.009979166095
927	0.009969840309
928	0.009952366838
929	0.009936130229
930	0.009917454278
931	0.009907366952
932	0.009891847846
933	0.00988520653
934	0.009853663728
935	0.009843955256
936	0.009831348379
937	0.009814454173
938	0.009805346923
939	0.009794856479
940	0.009777267713
941	0.009762916069
942	0.009756040564
943	0.009749735908
944	0.009719562029
945	0.009711696598
946	0.009690987809
947	0.009671431919
948	0.009660408495
949	0.009628915872
950	0.009611482302
951	0.009597301476
952	0.009591816958
953	0.009583277671
954	0.009574449031
955	0.009567397304
956	0.009547190563
957	0.00951966513
958	0.00949042541
959	0.009475598749
960	0.009437078933
961	0.009418070906
962	0.009401483237
963	0.009387617789
964	0.009375568624
965	0.009367348328
966	0.00935662464
967	0.009335922121
968	0.009323168802
969	0.009311938912
970	0.009303185037
971	0.009281388598
972	0.009260679318
973	0.009242962413
974	0.009237448667
975	0.009231878254
976	0.009219940491
977	0.009210310913
978	0.009204474709
979	0.009204478842
980	0.00919614648
981	0.009180981101
982	0.009171597443
983	0.009149049397
984	0.009127222315
985	0.009115078826
986	0.009111022222
987	0.009105110759
988	0.009086803779
989	0.009063125099
990	0.009045920056
991	0.009027485488
992	0.009017644096
993	0.008997796859
994	0.008989487219
995	0.008981572106
996	0.00897760465
997	0.008943062861
998	0.008930876067
999	0.008920383019
