iter	Logloss
0	0.6490314373
1	0.6121594276
2	0.5748229973
3	0.5410911384
4	0.5098670872
5	0.4763501414
6	0.4512284095
7	0.425792867
8	0.4061874772
9	0.3883084693
10	0.3677298671
11	0.350668737
12	0.333697966
13	0.320365881
14	0.3081635294
15	0.29634757
16	0.2852423235
17	0.2743353342
18	0.2650357031
19	0.2566750796
20	0.2483052192
21	0.2409604986
22	0.233121442
23	0.2260236912
24	0.2188287816
25	0.2127558566
26	0.2064953484
27	0.2016576352
28	0.1964126848
29	0.1915916119
30	0.1870631092
31	0.1825865907
32	0.1786765547
33	0.1753562081
34	0.1711295626
35	0.1673130449
36	0.1637244075
37	0.159615568
38	0.1566822635
39	0.154715548
40	0.1525245288
41	0.1496453467
42	0.1468919745
43	0.1443591938
44	0.1423998572
45	0.14024721
46	0.1379782636
47	0.1352119645
48	0.1329076417
49	0.1311024188
50	0.1290152731
51	0.1274477348
52	0.1250858244
53	0.1233556465
54	0.1218956547
55	0.120344128
56	0.1185199432
57	0.1172830731
58	0.1163105949
59	0.1152325654
60	0.114242098
61	0.1128349394
62	0.1112686901
63	0.1101505146
64	0.1090724214
65	0.1081745607
66	0.1068817209
67	0.1061256945
68	0.1054475901
69	0.1044771581
70	0.1033406337
71	0.1025884034
72	0.1016599311
73	0.1007639907
74	0.1002547118
75	0.09945022359
76	0.09892522507
77	0.09828595926
78	0.09764466002
79	0.09677468868
80	0.09611392134
81	0.09528136056
82	0.09482864576
83	0.09433067979
84	0.09352368212
85	0.0926327806
86	0.09218961903
87	0.09155599061
88	0.09094356139
89	0.09000969012
90	0.08948553269
91	0.08914691263
92	0.08851595614
93	0.08798982952
94	0.08758889804
95	0.08722320084
96	0.08684433638
97	0.08624481432
98	0.08584094222
99	0.08554759489
100	0.08507557426
101	0.08453944581
102	0.08404377133
103	0.08366455246
104	0.08326560803
105	0.08290029776
106	0.08266255869
107	0.08218828458
108	0.08175743748
109	0.08123069152
110	0.08089291117
111	0.08045091462
112	0.07993775412
113	0.07962252088
114	0.07929007791
115	0.07885782889
116	0.07844036627
117	0.07800507098
118	0.07770379233
119	0.07737669097
120	0.07705187519
121	0.07674556382
122	0.07652259367
123	0.07631653257
124	0.07612158864
125	0.07587947004
126	0.07558685946
127	0.07525440947
128	0.07499393411
129	0.07458717747
130	0.07435876917
131	0.07386033173
132	0.07348140143
133	0.07308872339
134	0.07285884664
135	0.07242130409
136	0.07202706466
137	0.07177345996
138	0.07161516295
139	0.07139802416
140	0.07096010203
141	0.07075923117
142	0.07033062814
143	0.07009003997
144	0.06966267016
145	0.06934378633
146	0.06912947019
147	0.06881470285
148	0.06858248207
149	0.06834636305
150	0.0680882501
151	0.06770394937
152	0.0675066978
153	0.06732545372
154	0.06694132958
155	0.06673485937
156	0.06644015761
157	0.0662318957
158	0.06610975658
159	0.06598959296
160	0.06575888551
161	0.06553694378
162	0.065236507
163	0.06497612068
164	0.06476602199
165	0.06444724428
166	0.06418092368
167	0.06391419524
168	0.06375769951
169	0.0635121892
170	0.06320932605
171	0.0631069345
172	0.06286897004
173	0.0626472935
174	0.06242797402
175	0.06223112224
176	0.06202755385
177	0.06180932513
178	0.06155625571
179	0.06124218068
180	0.06107881187
181	0.06080960922
182	0.06063804798
183	0.06030152902
184	0.06023395742
185	0.05992536804
186	0.05974864565
187	0.05959872849
188	0.05937598816
189	0.05911549769
190	0.05886476188
191	0.05866207926
192	0.05854462924
193	0.05835118906
194	0.05815529532
195	0.05798154706
196	0.05782161719
197	0.05769041126
198	0.05747403918
199	0.05724278135
200	0.05702706413
201	0.05689957487
202	0.05676901109
203	0.05654583828
204	0.05639534895
205	0.05617709878
206	0.05577546873
207	0.05554015843
208	0.05532374291
209	0.05512364684
210	0.05499283821
211	0.05476895364
212	0.05456855331
213	0.05441965768
214	0.05426241417
215	0.05405864968
216	0.05384182811
217	0.05364059986
218	0.05353090823
219	0.05340383127
220	0.05323161592
221	0.0531196089
222	0.05279782114
223	0.0526973181
224	0.05254544329
225	0.05238843396
226	0.05221584459
227	0.05206865694
228	0.05188548085
229	0.05174870799
230	0.05167791811
231	0.05152658295
232	0.05142417567
233	0.0512997769
234	0.05110447812
235	0.05098599018
236	0.05072249408
237	0.05057977734
238	0.0503554732
239	0.05018738001
240	0.05005253069
241	0.04990752911
242	0.04965429194
243	0.04954569175
244	0.0494122802
245	0.04922559684
246	0.04910096795
247	0.04899120878
248	0.04884198964
249	0.04870199701
250	0.04857911035
251	0.04838431947
252	0.04821824122
253	0.0480879916
254	0.04789324446
255	0.04780732927
256	0.04758628737
257	0.04749270772
258	0.04735470775
259	0.04709530084
260	0.04697363437
261	0.04687894603
262	0.04674184057
263	0.0465845994
264	0.0464628831
265	0.04621849227
266	0.04611573439
267	0.04597988792
268	0.04590334473
269	0.04574665882
270	0.04562322082
271	0.04542673474
272	0.04531365829
273	0.04516580141
274	0.04505173413
275	0.04480139008
276	0.04467538815
277	0.04452879586
278	0.04446430968
279	0.04430643992
280	0.04421868229
281	0.04404252323
282	0.04386162224
283	0.04374798938
284	0.04358841023
285	0.04341423942
286	0.04332581806
287	0.04321829594
288	0.04299902356
289	0.04288400267
290	0.04278032902
291	0.04262882091
292	0.04248084941
293	0.04228335125
294	0.04214899795
295	0.04202446249
296	0.0419146872
297	0.04178695238
298	0.04171434805
299	0.04153638734
300	0.04142723127
301	0.0413310749
302	0.04120690355
303	0.04113363936
304	0.04097305839
305	0.04085118055
306	0.04072498617
307	0.04057737171
308	0.04041260752
309	0.04031733375
310	0.04023816723
311	0.04017199482
312	0.04009305442
313	0.0399666721
314	0.03982210177
315	0.03973814558
316	0.03964126477
317	0.03958399398
318	0.03949478256
319	0.03938770115
320	0.03921934664
321	0.03913660613
322	0.03901488392
323	0.03883641593
324	0.03871688934
325	0.03862633338
326	0.03852877507
327	0.03837674568
328	0.03824366951
329	0.03813615517
330	0.03807499053
331	0.03794039193
332	0.03771208667
333	0.03757325799
334	0.03745096228
335	0.03738463228
336	0.03726940579
337	0.03703825549
338	0.03681710904
339	0.03671695383
340	0.03655997935
341	0.03645396722
342	0.03630827912
343	0.03621075186
344	0.03606001712
345	0.03598085707
346	0.03587300885
347	0.03579096821
348	0.03572380897
349	0.03561414983
350	0.03549041288
351	0.03541643173
352	0.03533249566
353	0.03524230491
354	0.03515261458
355	0.03496081878
356	0.03477889309
357	0.03469304599
358	0.03461944331
359	0.03448613556
360	0.03432427047
361	0.03426403731
362	0.03417124706
363	0.03407438359
364	0.03399086221
365	0.03386952959
366	0.03381241232
367	0.03371651505
368	0.03363880505
369	0.03352347691
370	0.03331506057
371	0.03325333484
372	0.03306397666
373	0.03293271763
374	0.03278547995
375	0.03268565278
376	0.03261723168
377	0.03249257068
378	0.03237153735
379	0.03231457265
380	0.03220653199
381	0.03207457995
382	0.0319875157
383	0.03194709886
384	0.03186424563
385	0.03173997081
386	0.03158833831
387	0.03151162173
388	0.03144122484
389	0.03132449557
390	0.03122894879
391	0.03115087842
392	0.03105359259
393	0.03097365665
394	0.03083140908
395	0.03075678933
396	0.03067948843
397	0.0306006714
398	0.03051836658
399	0.03041134581
400	0.03030804811
401	0.03025123815
402	0.03018021514
403	0.0300180995
404	0.02996119645
405	0.02984910367
406	0.02976644127
407	0.02968140556
408	0.02958664287
409	0.02949783166
410	0.02941744155
411	0.02935803967
412	0.02919853378
413	0.02911166377
414	0.02906117604
415	0.02898482452
416	0.0288153206
417	0.02869191024
418	0.02861764004
419	0.02856246116
420	0.02850019657
421	0.0284273816
422	0.02835824286
423	0.02826511068
424	0.02821513447
425	0.02814938394
426	0.02809256557
427	0.02798500869
428	0.02793674325
429	0.02787915788
430	0.02781564413
431	0.02775885112
432	0.02760562401
433	0.02747610693
434	0.02740369808
435	0.02734184094
436	0.02722502616
437	0.0271746944
438	0.02706291904
439	0.02699918193
440	0.02691563325
441	0.02681651611
442	0.02673933718
443	0.02657153176
444	0.02649178562
445	0.02641682252
446	0.0263120741
447	0.02622771025
448	0.02616223572
449	0.02607179874
450	0.02598609927
451	0.0259494712
452	0.02590547897
453	0.02586331806
454	0.02579483362
455	0.02567984956
456	0.02560525479
457	0.02556028357
458	0.02548207316
459	0.02544678862
460	0.0253698826
461	0.02531989965
462	0.02525156266
463	0.02518755089
464	0.02512779789
465	0.02507399095
466	0.02497441312
467	0.02487880563
468	0.02483344696
469	0.02477857116
470	0.0247233882
471	0.02464294207
472	0.02455844876
473	0.02450414558
474	0.02440133926
475	0.02430087328
476	0.02426956275
477	0.0242171892
478	0.02415357987
479	0.02410776814
480	0.02404866595
481	0.02400437363
482	0.02390268706
483	0.02384051911
484	0.02382288654
485	0.02378499876
486	0.02372928309
487	0.02368487367
488	0.02357115164
489	0.02352234962
490	0.02343929647
491	0.02339747769
492	0.02331785327
